Country,Airport
Malaysia, Long Akah Airport (LKH/WBGL) 
Malaysia, Long Lellang Airport (LGL/WBGF) 
Malaysia, Long Seridan Airport (ODN/WBGI) 
Malaysia, Malacca International Airport (MKZ/WMKM) 
Malaysia, Marudi Airport (MUR/WBGM) 
Malaysia, Miri Airport (MYY/WBGR) 
Malaysia, Mukah Airport (MKM/WBGK) 
Malaysia, Mulu Airport (MZV/WBMU) 
Malaysia, Penang International Airport (PEN/WMKP) 
Malaysia, Redang Airport (RDN/WMPR) 
Malaysia, Sandakan Airport (SDK/WBKS) 
Malaysia, Sibu Airport (SBW/WBGS) 
Malaysia, Tanjung Manis Airport (TGC/WBTM) 
Malaysia, Tawau Airport (TWU/WBKW) 
Malaysia, Tioman Airport (TOD/WMBT) 
Maldives, Dhaalu Kudahuvadhoo Airport (DDD/VRMU) 
Maldives, Dharavandhoo Airport (DRV/VRMD) 
Maldives, Funadhoo Airport (FND/VRCF) 
Maldives, Fuvahmulah Airport (FVM/VRMR) 
Maldives, Gan International Airport (GAN/VRMG) 
Maldives, Hanimaadhoo International Airport (HAQ/VRMH) 
Maldives, Hoarafushi Airport (HRF/VRAH) 
Maldives, Ifuru Airport (IFU/VREI) 
Maldives, Kaadedhdhoo Airport (KDM/VRMT) 
Maldives, Kadhdhoo Airport (KDO/VRMK) 
Maldives, Kooddoo Airport (GKK/VRMO) 
Maldives, Kulhudhuffushi Airport (HDK/VRBK) 
Maldives, Maafaru International Airport (NMF/VRDA) 
Maldives, Maamigili Villa International Airport (VAM/VRMV) 
Maldives, Maavaarulaa Airport (RUL/VRQM) 
Maldives, Madivaru Airport (LMV/VRGD) 
Maldives, Male Velana International Airport (MLE/VRMM) 
Maldives, Thimarafushi Airport (TMF/VRNT) 
Mali, Bamako Senou International Airport (BKO/GABS) 
Mali, Gao International Airport (GAQ/GAGO) 
Malta, Malta Luqa International Airport (MLA/LMML) 
Marshall-islands, Kwajalein Island Airport (KWA/PKWA) 
Marshall-islands, Majuro Marshall Islands International Airport (MAJ/PKMJ) 
Martinique, Martinique Aime Cesaire International Airport (FDF/TFFF) 
Mauritania, Nouadhibou International Airport (NDB/GQPP) 
Mauritania, Nouakchott Oumtounsy International Airport (NKC/GQNO) 
Mauritania, Zouerate Tazadit Airport (OUZ/GQPZ) 
Mauritius, Port Louis Sir Seewoosagur Ramgoolam Airport (MRU/FIMP) 
Mauritius, Rodrigues Island Plaine Corail Airport (RRG/FIMR) 
Mayotte, Dzaoudzi Pamandzi International Airport (DZA/FMCZ) 
Mexico, Acapulco International Airport (ACA/MMAA) 
Mexico, Aguascalientes International Airport (AGU/MMAS) 
Mexico, Cabo San Lucas International Airport (CSL/MMSL) 
Mexico, Campeche International Airport (CPE/MMCP) 
Mexico, Cancun International Airport (CUN/MMUN) 
Mexico, Celaya Captain Rogelio Castillo National Airport (CYW/MMCY) 
Mexico, Chetumal International Airport (CTM/MMCM) 
Mexico, Chichen Itza International Airport (CZA/MMCT) 
Mexico, Chihuahua International Airport (CUU/MMCU) 
Mexico, Ciudad Acuna International Airport (ACN/MMCC) 
Mexico, Ciudad Constitucion Airport (CUA/MMDA) 
Mexico, Ciudad del Carmen International Airport (CME/MMCE) 
Mexico, Ciudad Juarez International Airport (CJS/MMCS) 
Mexico, Ciudad Obregon International Airport (CEN/MMCN) 
Mexico, Ciudad Victoria International Airport (CVM/MMCV) 
Mexico, Colima Airport (CLQ/MMIA) 
Mexico, Cozumel International Airport (CZM/MMCZ) 
Mexico, Cuernavaca General Mariano Matamoros Airport (CVJ/MMCB) 
Mexico, Culiacan International Airport (CUL/MMCL) 
Mexico, Durango International Airport (DGO/MMDO) 
Mexico, El Lencero Jalapa Airport (JAL/MMJA) 
Mexico, Ensenada Airport (ESE/MMES) 
Mexico, Guadalajara International Airport (GDL/MMGL) 
Mexico, Guaymas International Airport (GYM/MMGM) 
Mexico, Guerrero Negro Airport (GUB/MMGR) 
Mexico, Hermosillo International Airport (HMO/MMHO) 
Mexico, Huatulco International Airport (HUX/MMBT) 
Mexico, Ixtepec Airport (IZT/MMIT) 
Mexico, La Paz International Airport (LAP/MMLP) 
Mexico, Lazaro Cardenas Airport (LZC/MMLC) 
Mexico, Loreto International Airport (LTO/MMLT) 
Mexico, Los Mochis International Airport (LMM/MMLM) 
Mexico, Manzanillo Playa de Oro International Airport (ZLO/MMZO) 
Mexico, Matamoros International Airport (MAM/MMMA) 
Mexico, Mazatlan International Airport (MZT/MMMZ) 
Mexico, Merida Rejon Airport (MID/MMMD) 
Mexico, Mexicali International Airport (MXL/MMML) 
Mexico, Mexico City Atizapan Jimenez Cantu Airport (AZP/MMJC) 
Mexico, Mexico City International Airport (MEX/MMMX) 
Mexico, Mexico City Felipe Angeles International Airport (NLU/MMSM) 
Mexico, Minatitlan Coatzacoalcos International Airport (MTT/MMMT) 
Mexico, Monclova International Airport (LOV/MMMV) 
Mexico, Monterrey Del Norte International Airport (NTR/MMAN) 
Mexico, Monterrey International Airport (MTY/MMMY) 
Mexico, Morelia International Airport (MLM/MMMM) 
Mexico, Nogales International Airport (NOG/MMNG) 
Mexico, Nuevo Laredo Quetzalcoatl International Airport (NLD/MMNL) 
Mexico, Oaxaca Xoxocotlan International Airport (OAX/MMOX) 
Mexico, Piedras Negras International Airport (PDS/MMPG) 
Mexico, Poza Rica El Tajin National Airport (PAZ/MMPA) 
Mexico, Puebla Hermanos Serdan International Airport (PBC/MMPB) 
Mexico, Puerto Escondido International Airport (PXM/MMPS) 
Mexico, Puerto Vallarta International Airport (PVR/MMPR) 
Mexico, Punta Penasco Mar de Cortes International (PPE/MMPE) 
Mexico, Queretaro International Airport (QRO/MMQT) 
Mexico, Reynosa General Lucio Blanco International Airport (REX/MMRX) 
Mexico, Saltillo Plan de Guadalupe Airport (SLW/MMIO) 
Mexico, San Felipe International Airport (SFH/MMSF) 
Mexico, San Jose del Cabo Los Cabos International Airport (SJD/MMSD) 
Mexico, San Luis Potosi Ponciano Arriaga International Airport (SLP/MMSP) 
Mexico, Silao Del Bajio International Airport (BJX/MMLO) 
Mexico, Tampico International Airport (TAM/MMTM) 
Mexico, Tamuin Airport (TSL/MMTN) 
Mexico, Tapachula International Airport (TAP/MMTP) 
Mexico, Tepic Amado Nervo International Airport (TPQ/MMEP) 
Mexico, Tijuana International Airport (TIJ/MMTJ) 
Mexico, Toluca International Airport (TLC/MMTO) 
Mexico, Torreon Francisco Sarabia International Airport (TRC/MMTC) 
Mexico, Tulum International Airport (TQO/MMTL) 
Mexico, Tuxtla Gutierrez International Airport (TGZ/MMTG) 
Mexico, Uruapan International Airport (UPN/MMPN) 
Mexico, Veracruz International Airport (VER/MMVR) 
Mexico, Villahermosa International Airport (VSA/MMVA) 
Mexico, Zacatecas International Airport (ZCL/MMZC) 
Mexico, Zihuatanejo Ixtapa International Airport (ZIH/MMZH) 
Micronesia, Chuuk International Airport (TKK/PTKK) 
Micronesia, Kosrae International Airport (KSA/PTSA) 
Micronesia, Pohnpei International Airport (PNI/PTPN) 
Micronesia, Yap International Airport (YAP/PTYA) 
Moldova, Chisinau International Airport (RMO/LUKK) 
Monaco, Monte Carlo Monaco Heliport (MCM/LNMC) 
Mongolia, Altai Airport (LTI/ZMAT) 
Mongolia, Khovd Airport (HVD/ZMKD) 
Mongolia, M√∂r√∂n Airport (MXV/ZMMN) 
Mongolia, √Ėlgii Airport (ULG/ZMUL) 
Mongolia, Ulaanbaatar New International Airport (UBN/ZMCK) 
Mongolia, Ulaanbaatar Chinggis Khaan International Airport (ULN/ZMUB) 
Mongolia, Ulaangom Airport (ULO/ZMUG) 
Mongolia, Uliastai Donoi Airport (ULZ/ZMDN) 
Montenegro, Podgorica Airport (TGD/LYPG) 
Montenegro, Tivat Airport (TIV/LYTV) 
Montserrat, Montserrat John A. Osborne Airport (MNI/TRPG) 
Morocco, Agadir Al Massira Airport (AGA/GMAD) 
Morocco, Al Hoceima Cherif Al Idrissi Airport (AHU/GMTA) 
Morocco, Ben Slimane Airport (GMD/GMMB) 
Morocco, Beni Mellal Airport (BEM/GMMD) 
Morocco, Bouarfa Airport (UAR/GMFB) 
Morocco, Casablanca Mohammed V International Airport (CMN/GMMN) 
Morocco, Dakhla Airport (VIL/GMMH) 
Morocco, El Aaiun Hassan Airport (EUN/GMML) 
Morocco, Errachidia Moulay Ali Cherif Airport (ERH/GMFK) 
Morocco, Essaouira Airport (ESU/GMMI) 
Morocco, Fes Saiss Airport (FEZ/GMFF) 
Morocco, Guelmim Airport (GLN/GMAG) 
Morocco, Marrakesh Menara Airport (RAK/GMMX) 
Morocco, Nador International Airport (NDR/GMMW) 
Morocco, Ouarzazate Airport (OZZ/GMMZ) 
Morocco, Oujda Angads Airport (OUD/GMFO) 
Morocco, Rabat-Sale Airport (RBA/GMME) 
Morocco, Tan Tan Airport (TTA/GMAT) 
Morocco, Tangier Ibn Battouta Airport (TNG/GMTT) 
Morocco, Tetuan Sania Ramel Airport (TTU/GMTN) 
Morocco, Zagora Airport (OZG/GMAZ) 
Mozambique, Beira Airport (BEW/FQBR) 
Mozambique, Chimoio Airport (VPY/FQCH) 
Mozambique, Inhambane Airport (INH/FQIN) 
Mozambique, Lichinga Airport (VXC/FQLC) 
Mozambique, Maputo International Airport (MPM/FQMA) 
Mozambique, Nacala Airport (MNC/FQNC) 
Mozambique, Nampula Airport (APL/FQNP) 
Mozambique, Pemba Airport (POL/FQPB) 
Mozambique, Quelimane Airport (UEL/FQQL) 
Mozambique, Tete Chingozi Airport (TET/FQTT) 
Mozambique, Vilankulo Airport (VNX/FQVL) 
Mozambique, Xai-Xai Airport (VJB/FQXA) 
Myanmar-burma, Ann Airport (VBA/VYAN) 
Myanmar-burma, Bhamo Banmaw Airport (BMO/VYBM) 
Myanmar-burma, Bokpyin Airport (VBP/VYBP) 
Myanmar-burma, Dawei Airport (TVY/VYDW) 
Myanmar-burma, Heho Airport (HEH/VYHH) 
Myanmar-burma, Hommalinn Airport (HOX/VYHL) 
Myanmar-burma, Kalaymyo Airport (KMV/VYKL) 
Myanmar-burma, Kawthaung Airport (KAW/VYKT) 
Myanmar-burma, Kengtung Airport (KET/VYKG) 
Myanmar-burma, Khamti Airport (KHM/VYKI) 
Myanmar-burma, Kyaukpyu Airport (KYP/VYKP) 
Myanmar-burma, Lashio Airport (LSH/VYLS) 
Myanmar-burma, Loikaw Airport (LIW/VYLK) 
Myanmar-burma, Magway Airport (MWQ/VYMW) 
Myanmar-burma, Mandalay International Airport (MDL/VYMD) 
Myanmar-burma, Mandalay Chanmyathazi Airport (VBC/VYCZ) 
Myanmar-burma, Mawlamyine Airport (MNU/VYMM) 
Myanmar-burma, Mong Hsat Airport (MOG/VYMS) 
Myanmar-burma, Monywa Airport (NYW/VYMY) 
Myanmar-burma, Myeik Airport (MGZ/VYME) 
Myanmar-burma, Myitkyina Airport (MYT/VYMK) 
Myanmar-burma, Naypyidaw Airport (NYT/VYNT) 
Myanmar-burma, Nyaung U Airport (NYU/VYBG) 
Myanmar-burma, Putao Airport (PBU/VYPT) 
Myanmar-burma, Sittwe Airport (AKY/VYSW) 
Myanmar-burma, Tachilek Airport (THL/VYTL) 
Myanmar-burma, Thandwe Airport (SNW/VYTD) 
Myanmar-burma, Yangon International Airport (RGN/VYYY) 
Namibia, Katima Mulilo Mpacha Airport (MPA/FYKM) 
Namibia, Luderitz Airport (LUD/FALZ) 
Namibia, Ondangwa Airport (OND/FAOA) 
Namibia, Oranjemund Airport (OMD/FYOG) 
Namibia, Rundu Airport (NDU/FARU) 
Namibia, Sesriem Airport (SZM/FYSS) 
Namibia, Swakopmund Airport (SWP/FASM) 
Namibia, Walvis Bay Airport (WVB/FYWB) 
Namibia, Windhoek Hosea Kutako International Airport (WDH/FYWH) 
Namibia, Windhoek Eros Airport (ERS/FYWE) 
Nauru, Nauru International Airport (INU/ANYN) 
Nepal, Baglung Airport (BGL/VNBL) 
Nepal, Bhadrapur Airport (BDP/VNCG) 
Nepal, Bharatpur Airport (BHR/VNBP) 
Nepal, Biratnagar Airport (BIR/VNVT) 
Nepal, Dhangadhi Airport (DHI/VNDH) 
Nepal, Dolpa Airport (DOP/VNDP) 
Nepal, Janakpur Airport (JKR/VNJP) 
Nepal, Jomsom Airport (JMO/VNJS) 
Nepal, Jumla Airport (JUM/VNJL) 
Nepal, Kathmandu Tribhuvan International Airport (KTM/VNKT) 
Nepal, Lukla Tenzing Hillary Airport (LUA/VNLK) 
Nepal, Nepalgunj Airport (KEP/VNNG) 
Nepal, Phaplu Airport (PPL/VNPL) 
Nepal, Pokhara International Airport (PKR/VNPR) 
Nepal, Rajbiraj Airport (RJB/VNRB) 
Nepal, Siddharthanagar Gautam Buddha Airport (BWA/VNBW) 
Nepal, Simara Airport (SIF/VNSI) 
Nepal, Simikot Airport (IMK/VNST) 
Nepal, Surkhet Airport (SKH/VNSK) 
Nepal, Tumlingtar Airport (TMI/VNTR) 
Netherlands, Amsterdam Schiphol Airport (AMS/EHAM) 
Netherlands, Bergen op Zoom Woensdrecht Air Base Airport (WOE/EHWO) 
Netherlands, Bonaire Flamingo International Airport (BON/TNCB) 
Netherlands, Breda International Airport (QHS/EHSE) 
Netherlands, Budel Kempen Airport (QHB/EHBD) 
Netherlands, Den Helder Airport (DHR/EHKD) 
Netherlands, Eindhoven Airport (EIN/EHEH) 
Netherlands, Enschede Twente Airport (ENS/EHTW) 
Netherlands, Groningen Airport Eelde (GRQ/EHGG) 
Netherlands, Lelystad Airport (LEY/EHLE) 
Netherlands, Maastricht Aachen Airport (MST/EHBK) 
Netherlands, Rotterdam The Hague Airport (RTM/EHRD) 
Netherlands, Saba Juancho E. Yrausquin Airport (SAB/TNCS) 
Netherlands, Saint Eustatius F.D. Roosevelt Airport (EUX/TNCE) 
Netherlands, Sint Maarten Princess Juliana International Airport (SXM/TNCM) 
Netherlands, Teuge International Airport (QHT/EHTE) 
New-caledonia, Ile Des Pins Airport (ILP/NWEE) 
New-caledonia, Kone Airport (KNQ/NWWD) 
New-caledonia, Koumac Airport (KOC/NWWK) 
New-caledonia, Lifou Ouanaham Airport (LIF/NWWL) 
New-caledonia, Mare Airport (MEE/NWWR) 
New-caledonia, Noumea Magenta Airport (GEA/NWWM) 
New-caledonia, Noumea La Tontouta International Airport (NOU/NWWW) 
New-caledonia, Ouvea Airport (UVE/NWWV) 
New-caledonia, Tiga Airport (TGJ/NWWA) 
New-caledonia, Touho Airport (TOU/NWWU) 
New-zealand, Ardmore Airport (AMZ/NZAR) 
New-zealand, Auckland Airport (AKL/NZAA) 
New-zealand, Blenheim Woodbourne Airport (BHE/NZWB) 
New-zealand, Chatham Island Tuuta Airport (CHT/NZCI) 
New-zealand, Christchurch International Airport (CHC/NZCH) 
New-zealand, Claris Great Barrier Aerodrome (GBZ/NZGB) 
New-zealand, Dunedin International Airport (DUD/NZDN) 
New-zealand, Gisborne Airport (GIS/NZGS) 
New-zealand, Greymouth Airport (GMN/NZGM) 
New-zealand, Hamilton International Airport (HLZ/NZHN) 
New-zealand, Hokitika Airport (HKK/NZHK) 
New-zealand, Invercargill Airport (IVC/NZNV) 
New-zealand, Kaitaia Airport (KAT/NZKT) 
New-zealand, Kerikeri Airport (KKE/NZKK) 
New-zealand, Milford Sound Airport (MFN/NZMF) 
New-zealand, Napier Hawke's Bay Airport (NPE/NZNR) 
New-zealand, Nelson Airport (NSN/NZNS) 
New-zealand, New Plymouth Airport (NPL/NZNP) 
New-zealand, Niue International Airport (IUE/NIUE) 
New-zealand, Oamaru Airport (OAM/NZOU) 
New-zealand, Oban Ryans Creek Aerodrome (SZS/NZRC) 
New-zealand, Palmerston North International Airport (PMR/NZPM) 
New-zealand, Paraparaumu Kapiti Coast Airport (PPQ/NZPP) 
New-zealand, Picton Koromiko Airport (PCN/NZOK) 
New-zealand, Queenstown Airport (ZQN/NZQN) 
New-zealand, Rotorua International Airport (ROT/NZRO) 
New-zealand, Takaka Airport (KTF/NZTK) 
New-zealand, Taupo Airport (TUO/NZAP) 
New-zealand, Tauranga Airport (TRG/NZTG) 
New-zealand, Te Anau Manapouri Airport (TEU/NZMO) 
New-zealand, Timaru Richard Pearse Airport (TIU/NZTU) 
New-zealand, Twizel Pukaki Airport (TWZ/NZUK) 
New-zealand, Waiheke Island Aerodrome (WIK/NZKE) 
New-zealand, Wanaka Airport (WKA/NZWF) 
New-zealand, Wellington International Airport (WLG/NZWN) 
New-zealand, Westport Airport (WSZ/NZWS) 
New-zealand, Whakatane Airport (WHK/NZWK) 
New-zealand, Whanganui Airport (WAG/NZWU) 
New-zealand, Whangarei Airport (WRE/NZWR) 
New-zealand, Whitianga Airport (WTZ/NZWT) 
Nicaragua, Bluefields Airport (BEF/MNBL) 
Nicaragua, Corn Island Airport (RNI/MNCI) 
Nicaragua, Managua Augusto C. Sandino International Airport (MGA/MNMG) 
Nicaragua, Puerto Cabezas Airport (PUZ/MNPC) 
Niger, Agades Mano Dayak International Airport (AJY/DRZA) 
Niger, Maradi Airport (MFQ/DRRM) 
Niger, Niamey Diori Hamani International Airport (NIM/DRRN) 
Niger, Zinder Airport (ZND/DRZR) 
Nigeria, Abuja Nnamdi Azikiwe International Airport (ABV/DNAA) 
Nigeria, Akure Airport (AKR/DNAK) 
Nigeria, Asaba International Airport (ABB/DNAS) 
Nigeria, Benin Airport (BNI/DNBE) 
Nigeria, Calabar Margaret Ekpo International Airport (CBQ/DNCA) 
Nigeria, Enugu Akanu Ibiam International Airport (ENU/DNEN) 
Nigeria, Gombe Lawanti International Airport (GMO/DNGO) 
Nigeria, Ibadan Airport (IBA/DNIB) 
Nigeria, Ilorin International Airport (ILR/DNIL) 
Nigeria, Jos Yakubu Gowon Airport (JOS/DNJO) 
Nigeria, Kaduna International Airport (KAD/DNKA) 
Nigeria, Kano Mallam Aminu International Airport (KAN/DNKN) 
Nigeria, Katsina Airport (DKA/DNKT) 
Nigeria, Lagos Murtala Mohammed Airport (LOS/DNMM) 
Nigeria, Maiduguri International Airport (MIU/DNMA) 
Nigeria, Makurdi Airport (MDI/DNMK) 
Nigeria, Owerri Sam Mbakwe Airport (QOW/DNIM) 
Nigeria, Port Harcourt International Airport (PHC/DNPO) 
Nigeria, Sadiq Abubakar III International Airport (SKO/DNSO) 
Nigeria, Uyo Akwa Ibom Airport (QUO/DNAI) 
Nigeria, Warri Osubi Airport (QRW/DNSU) 
Nigeria, Yola Airport (YOL/DNYO) 
North-korea, Pyongyang Sunan International Airport (FNJ/ZKPY) 
North-macedonia, Ohrid Airport (OHD/LWOH) 
North-macedonia, Skopje International Airport (SKP/LWSK) 
Northern-mariana-islands, Rota International Airport (ROP/PGRO) 
Northern-mariana-islands, Saipan International Airport (SPN/PGSN) 
Northern-mariana-islands, Tinian International Airport (TIQ/PGWT) 
Norway, Alesund Vigra Airport (AES/ENAL) 
Norway, Alta Airport (ALF/ENAT) 
Norway, Andenes Andoya Airport (ANX/ENAN) 
Norway, Arendal Gullknapp Airport (QCG/ENGK) 
Norway, Bardufoss Airport (BDU/ENDU) 
Norway, Batsfjord Airport (BJF/ENBS) 
Norway, Bergen Flesland Airport (BGO/ENBR) 
Norway, Berlevag Airport (BVG/ENBV) 
Norway, Bodo Airport (BOO/ENBO) 
Norway, Brekstad Orland Airport (OLA/ENOL) 
Norway, Bronnoysund Airport (BNN/ENBN) 
Norway, Fagernes Airport (VDB/ENFG) 
Norway, Floro Airport (FRO/ENFL) 
Norway, Forde Airport (FDE/ENBL) 
Norway, Hamar Stafsberg Airport (HMR/ENHA) 
Norway, Hammerfest Airport (HFT/ENHF) 
Norway, Evenes Harstad Narvik Airport (EVE/ENEV) 
Norway, Hasvik Airport (HAA/ENHK) 
Norway, Haugesund Karmoy Airport (HAU/ENHD) 
Norway, Honningsvag Valan Airport (HVG/ENHV) 
Norway, Kirkenes Hoybuktmoen Airport (KKN/ENKR) 
Norway, Kristiansand Kjevik Airport (KRS/ENCN) 
Norway, Kristiansund Kvernberget Airport (KSU/ENKB) 
Norway, Lakselv Banak Airport (LKL/ENNA) 
Norway, Leknes Airport (LKN/ENLK) 
Norway, Longyearbyen Svalbard Airport (LYR/ENSB) 
Norway, Mehamn Airport (MEH/ENMH) 
Norway, Mo i Rana Airport (MQN/ENRA) 
Norway, Molde Aro Airport (MOL/ENML) 
Norway, Mosjoen Airport (MJF/ENMS) 
Norway, Namsos Airport (OSY/ENNM) 
Norway, Notodden Airport (NTB/ENNO) 
Norway, Ny-Alesund Hamnerabben Airport (QAA/ENAS) 
Norway, Orsta Volda Airport (HOV/ENOV) 
Norway, Oslo Moss Rygge Airport (RYG/ENRY) 
Norway, Oslo Torp Sandefjord Airport (TRF/ENTO) 
Norway, Oslo Gardermoen Airport (OSL/ENGM) 
Norway, Rakkestad Airport (QCR/ENRK) 
Norway, Roros Airport (RRS/ENRO) 
Norway, Rorvik Airport (RVK/ENRM) 
Norway, Rost Airport (RET/ENRS) 
Norway, Sandane Airport (SDN/ENSD) 
Norway, Sandnessjoen Airport (SSJ/ENST) 
Norway, Skien Airport (SKE/ENSN) 
Norway, Sogndal Airport (SOG/ENSG) 
Norway, Sorkjosen Airport (SOJ/ENSR) 
Norway, Stavanger Sola Airport (SVG/ENZV) 
Norway, Stokmarknes Skagen Airport (SKN/ENSK) 
Norway, Stord Sorstokken Airport (SRP/ENSO) 
Norway, Svolvaer Helle Airport (SVJ/ENSH) 
Norway, Tromso Airport (TOS/ENTC) 
Norway, Trondheim Vaernes Airport (TRD/ENVA) 
Norway, Vadso Airport (VDS/ENVD) 
Norway, Vardoe Svartnes Airport (VAW/ENSS) 
Norway, Værøy Heliport (VRY/ENVR) 
Oman, Duqm International Airport (DQM/OODQ) 
Oman, Khasab Airport (KHS/OOKB) 
Oman, Marmul Airport (OMM/OOMX) 
Oman, Muscat International Airport (MCT/OOMS) 
Oman, Salalah Airport (SLL/OOSA) 
Oman, Sohar Airport (OHS/OOSH) 
Pakistan, Badin Talhar Airport (BDN/OPTH) 
Pakistan, Bahawalpur Airport (BHV/OPBW) 
Pakistan, Chitral Airport (CJL/OPCH) 
Pakistan, Dera Ghazi Khan Airport (DEA/OPDG) 
Pakistan, Faisalabad International Airport (LYP/OPFA) 
Pakistan, Gilgit Airport (GIL/OPGT) 
Pakistan, Gwadar International Airport (GWD/OPGD) 
Pakistan, Islamabad International Airport (ISB/OPIS) 
Pakistan, Kadanwari Airport (KCF/OPKW) 
Pakistan, Karachi Jinnah International Airport (KHI/OPKC) 
Pakistan, Lahore Allama Iqbal International Airport (LHE/OPLA) 
Pakistan, Moenjodaro Airport (MJD/OPMJ) 
Pakistan, Multan International Airport (MUX/OPMT) 
Pakistan, Peshawar Bacha Khan International Airport (PEW/OPPS) 
Pakistan, Quetta International Airport (UET/OPQT) 
Pakistan, Rahim Yar Khan Shaikh Zayed International Airport (RYK/OPRK) 
Pakistan, Sialkot International Airport (SKT/OPST) 
Pakistan, Skardu Airport (KDU/OPSD) 
Pakistan, Sukkur Airport (SKZ/OPSK) 
Pakistan, Turbat Airport (TUK/OPTU) 
Pakistan, Zhob Airport (PZH/OPZB) 
Palau, Airai Roman Tmetuchl International Airport (ROR/PTRO) 
Panama, Balboa Panama Pacifico International Airport (BLB/MPPA) 
Panama, Bocas Del Toro International Airport (BOC/MPBO) 
Panama, Changuinola International Airport (CHX/MPCH) 
Panama, Chitre Alonso Valderrama Airport (CTD/MPCE) 
Panama, Colon Enrique Adolfo Jimenez Airport (ONX/MPEJ) 
Panama, Contadora Airport (OTD/MPRA) 
Panama, David Enrique Malek International Airport (DAV/MPDA) 
Panama, Panama City Tocumen International Airport (PTY/MPTO) 
Panama, Panama City International Airport (PAC/MPMG) 
Panama, Rio Hato Scarlett Martinez International Airport (RIH/MPSM) 
Papua-new-guinea, Buka Airport (BUA/AYBK) 
Papua-new-guinea, Daru Airport (DAU/AYDU) 
Papua-new-guinea, Goroka Airport (GKA/AYGA) 
Papua-new-guinea, Gurney Airport (GUR/AYGN) 
Papua-new-guinea, Hoskins Airport (HKN/AYHK) 
Papua-new-guinea, Karimui Airport (KMR/AYRI) 
Papua-new-guinea, Kavieng Airport (KVG/AYKV) 
Papua-new-guinea, Kerema Airport (KMA/AYKM) 
Papua-new-guinea, Kieta Aropa Airport (KIE/AYIQ) 
Papua-new-guinea, Kikori Airport (KRI/AYKK) 
Papua-new-guinea, Kiunga Airport (UNG/AYKI) 
Papua-new-guinea, Komaio Airport (KCJ/AYOQ) 
Papua-new-guinea, Komo Airport (KOM/AYXM) 
Papua-new-guinea, Lae Nadzab Airport (LAE/AYNZ) 
Papua-new-guinea, Lihir Island Kunaye Airport (LNV/AYKY) 
Papua-new-guinea, Lorengau Momote Airport (MAS/AYMO) 
Papua-new-guinea, Madang Airport (MAG/AYMD) 
Papua-new-guinea, Misima Island Airport (MIS/AYMS) 
Papua-new-guinea, Moro Airport (MXH/AYMR) 
Papua-new-guinea, Mount Hagen Airport (HGU/AYMH) 
Papua-new-guinea, Popondetta Girua Airport (PNP/AYGR) 
Papua-new-guinea, Port Moresby Jacksons International Airport (POM/AYPY) 
Papua-new-guinea, Rabaul Airport (RAB/AYTK) 
Papua-new-guinea, Rumginae Airport (RMN/AYRG) 
Papua-new-guinea, Tabubil Airport (TBG/AYTB) 
Papua-new-guinea, Tari Airport (TIZ/AYTA) 
Papua-new-guinea, Tufi Airport (TFI/AYTU) 
Papua-new-guinea, Vanimo Airport (VAI/AYVN) 
Papua-new-guinea, Wapenamanda Airport (WBM/AYWD) 
Papua-new-guinea, Wewak Airport (WWK/AYWK) 
Paraguay, Asuncion Silvio Pettirossi International Airport (ASU/SGAS) 
Paraguay, Ciudad del Este Guarani International Airport (AGT/SGES) 
Peru, Arequipa Rodriguez Ballon International Airport (AQP/SPQU) 
Peru, Ayacucho Airport (AYP/SPHO) 
Peru, Cajamarca Airport (CJA/SPJR) 
Peru, Chachapoyas Airport (CHH/SPPY) 
Peru, Chiclayo International Airport (CIX/SPHI) 
Peru, Cusco Alejandro Velasco Astete International Airport (CUZ/SPZO) 
Peru, Huanuco Airport (HUU/SPNC) 
Peru, Ilo Airport (ILQ/SPLO) 
Peru, Iquitos International Airport (IQT/SPQT) 
Peru, Jaen Shumba Airport (JAE/SPJE) 
Peru, Jauja Francisco Carle Airport (JAU/SPJJ) 
Peru, Juliaca Inca Manco Capac International Airport (JUL/SPJL) 
Peru, Lima Jorge Chavez International Airport (LIM/SPJC) 
Peru, Nazca Maria Reiche Neuman Airport (NZC/SPZA) 
Peru, Pisco Airport (PIO/SPSO) 
Peru, Piura International Airport (PIU/SPUR) 
Peru, Pucallpa International Airport (PCL/SPCL) 
Peru, Puerto Maldonado International Airport (PEM/SPTU) 
Peru, Punta Sal Walter Braedt Segu Airport (PTL/SPWB) 
Peru, Rioja Juan Simons Vela Airport (RIJ/SPJA) 
Peru, Santa Maria Airport (SMG/SPMR) 
Peru, Tacna International Airport (TCQ/SPTN) 
Peru, Talara International Airport (TYL/SPYL) 
Peru, Tarapoto Airport (TPP/SPST) 
Peru, Tingo Maria Airport (TGI/SPGM) 
Peru, Trujillo International Airport (TRU/SPRU) 
Peru, Tumbes Airport (TBP/SPME) 
Philippines, Angeles City Clark International Airport (CRK/RPLC) 
Philippines, Bacolod City Silay International Airport (BCD/RPVB) 
Philippines, Baguio Loakan Airport (BAG/RPUB) 
Philippines, Basco Airport (BSO/RPUO) 
Philippines, Borongan Airport (BPA/RPVW) 
Philippines, Busuanga Airport (USU/RPVV) 
Philippines, Butuan Bancasi Airport (BXU/RPME) 
Philippines, Cagayan de Oro Laguindingan Airport (CGY/RPMY) 
Philippines, Calbayog Airport (CYP/RPVC) 
Philippines, Catarman National Airport (CRM/RPVF) 
